Dialect,AI model,Domain,Dialectal question,Dialectal answer,Italian question,Italian answer,Full text,Translation
Roman,Gemini 2.5 - flash,literature,"Che stava a fa' la fija der re, 'na vorta, e che vedeva dalla finestra?",la fija de' re stava in finestra a godesse la gente che faceven'a pugni pe' riempisse le bocce d'ojo,"Cosa stava facendo la figlia del re, una volta, e che vedeva dalla finestra?",La figlia del re stava alla finestra a godersi la gente che si prendeva a pugni per riempirsi le brocche d'olio.,"C'era 'na vorta u' re che ciaveva 'na fija che nu' rideva mai. J'aveva fatte fa' tante feste ner paese, tanti balli, tante cose pe' potella fa' sta' alegra, ma era tutto inutile. 'Na vorta, a' re je sartò de fa' frabbicà' li' mmezzo a la piazza, davanti ar su' palazzo, 'na bella funtana che buttava ojo. Quant'ècchete che un giorno, che la fija de' re stava in finestra a godesse la gente che faceven'a pugni pe' riempisse le bocce d'ojo, capitò 'na ciospetta1 co' 'na mucchia de coccetti de la pupazza, l'empì d'ojo, e doppo avelli empiti se li caricò su la testa e s'incamminò; ma siccomme la strada era tutta panónta, la vecchia nun fece manco un passo che ppùnfete! prese e scivolò, e je se scocciòrno tutti li coccetti che portava. Che vvôi vede' la fija de' re!","#Testo tradotto#
C'era una volta un re che aveva una figlia che non rideva mai. Le aveva fatto fare tante feste nel paese, tanti balli, tante cose per poterla far stare allegra, ma era tutto inutile. Una volta, al re venne in mente di far fabbricare lì in mezzo alla piazza, davanti al suo palazzo, una bella fontana che buttava olio. Ed ecco che un giorno, mentre la figlia del re stava in finestra a godersi la gente che si faceva a pugni per riempirsi i recipienti d'olio, capitò una vecchietta con un mucchio di cocci di un vaso, li riempì d'olio, e dopo averli riempiti se li caricò sulla testa e si incamminò; ma siccome la strada era tutta unta, la vecchia non fece neanche un passo che pumf! scivolò, e le si ruppero tutti i cocci che portava. E che ti credi che fece la figlia del re!"
Roman,Gemini 2.5 - flash,literature,Che fece la fia der re dopo la maledizione e che je venne da quer giorno in poi?,"La fija de' re se levò da la finestra, e da quer giorno in poi je prese 'na smagna pe 'sto re superbo, che nun poteva più sta senza vedello.",Cosa fece la figlia del re dopo la maledizione e cosa le accadde da quel giorno in poi?,"La figlia del re si affacciò dalla finestra, e da quel giorno in poi le prese una smania per questo re superbo, che non poteva più stare senza vederlo.","pija e sbotta 'na risata, 'na risata, che 'n antro po' se sganassava. La vecchia, co' cquele lune che je faceveno, ner sentì' quele risate accusì scrocchiarèlle, s'arivortò; e vedenno che era la fija de' re, je fece tutt'arabbiata: - Ah ridi?! Che te possi innammorà' de' re superbo. La fija de' re se levò da la finestra, e da quer giorno in poi je prese 'na smagna pe 'sto re superbo, che nun poteva più sta senza vedello. Fintanto che tanto fece e tanto disse e tanto messe in croce er padre, che questo, pe' nun vedesse strugge da le pene su' fija, se n'agnede lui stesso a trovà' 'sto re superbo pe' parlacce.","#Testo tradotto#
Prende e scoppia in una risata, una risata che per poco non si sganasciava. La vecchia, con il suo solito umore, nel sentire quelle risate così squillanti, si voltò; e vedendo che era la figlia del re, le disse tutta arrabbiata: - Ah ridi?! Che tu possa innamorarti del re superbo. La figlia del re si allontanò dalla finestra, e da quel giorno in poi le prese una smania per questo re superbo, che non poteva più stare senza vederlo. Fintanto che tanto fece e tanto disse e tanto tormentò il padre, che questi, per non vederla struggere dalla sofferenza, se ne andò lui stesso a trovare questo re superbo per parlargli."
Roman,Gemini 2.5 - flash,literature,Come reagì la vecchia a le risate scrocchiarelle e che maledizione tirò a la fia der re?,"La vecchia, co' cquele lune che je faceveno, ner sentì' quele risate accusì scrocchiarèlle, s'arivortò; e vedenno che era la fija de' re, je fece tutt'arabbiata: - Ah ridi?! Che te possi innammorà' de' re superbo.",Come reagì la vecchia alle risate squillanti e che maledizione lanciò alla figlia del re?,"La vecchia, con i suoi umori, nel sentire quelle risate così squillanti, si rivoltò; e vedendo che era la figlia del re, le disse tutta arrabbiata: - Ah ridi?! Che tu possa innamorarti del re superbo.","pija e sbotta 'na risata, 'na risata, che 'n antro po' se sganassava. La vecchia, co' cquele lune che je faceveno, ner sentì' quele risate accusì scrocchiarèlle, s'arivortò; e vedenno che era la fija de' re, je fece tutt'arabbiata: - Ah ridi?! Che te possi innammorà' de' re superbo. La fija de' re se levò da la finestra, e da quer giorno in poi je prese 'na smagna pe 'sto re superbo, che nun poteva più sta senza vedello. Fintanto che tanto fece e tanto disse e tanto messe in croce er padre, che questo, pe' nun vedesse strugge da le pene su' fija, se n'agnede lui stesso a trovà' 'sto re superbo pe' parlacce.","#Testo tradotto#
Prende e scoppia in una risata, una risata che per poco non si sganasciava. La vecchia, con il suo solito umore, nel sentire quelle risate così squillanti, si voltò; e vedendo che era la figlia del re, le disse tutta arrabbiata: - Ah ridi?! Che tu possa innamorarti del re superbo. La figlia del re si allontanò dalla finestra, e da quel giorno in poi le prese una smania per questo re superbo, che non poteva più stare senza vederlo. Fintanto che tanto fece e tanto disse e tanto tormentò il padre, che questi, per non vederla struggere dalla sofferenza, se ne andò lui stesso a trovare questo re superbo per parlargli."
Roman,Gemini 2.5 - flash,literature,Che fu costretta a fa' la regazza più ciuca pe' campà' in pace?,"fu costretta, si vorse campà' in pace, de chiùdese in cammeretta sua, e de nun fasse più vede' da gnisuno.",Cosa fu costretta a fare la ragazza più sciocca per vivere in pace?,"Fu costretta, se volle vivere in pace, a chiudersi nella sua cameretta, e a non farsi più vedere da nessuno.","Però, quelle du' sconfuse de quelle più granne, appena er padre se ne fu ito via, incominciorno a minchionà' la più piccola, e a dije che lei faceva la smorfiosa pe' fasse volè' bbene dar padre: insomma tanto feceno e tanto disseno, finchè un giorno, 'sta povera regazza, fu costretta, si vorse campà' in pace, de chiùdese in cammeretta sua, e de nun fasse più vede' da gnisuno. Intanto er padre, sbrigati li su' impiccetti che ciaveva, e crompato er cappello e ll'abbito pe' le du' fije più granne, s'era incamminato verso er paese che nun era suo. Quanto ècchete che a mezza strada s'aricorda der vaso de pèrsa che aveva da portà' a la fija più ciuca. Dice: «E mo' come fo?","#Testo tradotto#
Però, quelle due perfide tra le più grandi, appena il padre si fu allontanato, cominciarono a prendere in giro la più piccola, e a dirle che lei faceva la smorfiosa per farsi voler bene dal padre: insomma, tanto fecero e tanto dissero, finché un giorno, questa povera ragazza, fu costretta, se volle vivere in pace, a chiudersi nella sua cameretta, e a non farsi più vedere da nessuno. Intanto il padre, sbrigati i suoi piccoli impegni che aveva, e comprato il cappello e l'abito per le due figlie più grandi, si era incamminato verso il paese che non era il suo. Quand'ecco che a metà strada si ricorda del vaso di mirto che doveva portare alla figlia più piccola. Dice: «E ora come faccio?"
Roman,Gemini 2.5 - flash,literature,Che aveva crompato er padre pe' le du' fije più granne?,crompato er cappello e ll'abbito pe' le du' fije più granne,Cosa aveva comprato il padre per le due figlie più grandi?,Aveva comprato il cappello e l'abito per le due figlie più grandi.,"Però, quelle du' sconfuse de quelle più granne, appena er padre se ne fu ito via, incominciorno a minchionà' la più piccola, e a dije che lei faceva la smorfiosa pe' fasse volè' bbene dar padre: insomma tanto feceno e tanto disseno, finchè un giorno, 'sta povera regazza, fu costretta, si vorse campà' in pace, de chiùdese in cammeretta sua, e de nun fasse più vede' da gnisuno. Intanto er padre, sbrigati li su' impiccetti che ciaveva, e crompato er cappello e ll'abbito pe' le du' fije più granne, s'era incamminato verso er paese che nun era suo. Quanto ècchete che a mezza strada s'aricorda der vaso de pèrsa che aveva da portà' a la fija più ciuca. Dice: «E mo' come fo?","#Testo tradotto#
Però, quelle due perfide tra le più grandi, appena il padre si fu allontanato, cominciarono a prendere in giro la più piccola, e a dirle che lei faceva la smorfiosa per farsi voler bene dal padre: insomma, tanto fecero e tanto dissero, finché un giorno, questa povera ragazza, fu costretta, se volle vivere in pace, a chiudersi nella sua cameretta, e a non farsi più vedere da nessuno. Intanto il padre, sbrigati i suoi piccoli impegni che aveva, e comprato il cappello e l'abito per le due figlie più grandi, si era incamminato verso il paese che non era il suo. Quand'ecco che a metà strada si ricorda del vaso di mirto che doveva portare alla figlia più piccola. Dice: «E ora come faccio?"
Roman,Gemini 2.5 - flash,literature,Come ereno de carattere le fije der padre?,"Le due più granne ereno cattive de core, crapicciose e scontente quanto mai; la più piccola invece era 'na pasta de mèle.",Com'erano di carattere le figlie del padre?,"Le due più grandi erano cattive di cuore, capricciose e scontente come non mai; la più piccola invece era una pasta di miele.","C'era 'na vorta un padre che ciaveva tre fije. Le due più granne ereno cattive de core, crapicciose e scontente quanto mai; la più piccola invece era 'na pasta de mèle. Siccome er padre faceva er mercante, annava giranno da un paese all'antro pe' le fiere. Un giorno, siccome doveva fa' un viaggio più longo, chiamò tutt'e tre le fije, e je disse: - Che vvolete che vve porti pe' rigalo da la fiera? La più granne je disse: - Io vojo un ber abbito de seta. La mezzana: - Io vojo un ber cappello co' le penne. E tu che vôi?. fece er padre a quella più ciuca. A me. j'arispose quella. portateme un vaso de pèrsa. Nun vôi antro?. je fece er padre. E lei j'arispose de no. Allora le baciò, j'ariccommannò d'esse bône, de nun attaccà' lite tra de loro, e se n'agnede.","#Testo tradotto#
C'era una volta un padre che aveva tre figlie. Le due più grandi erano cattive di cuore, capricciose e scontente quanto mai; la più piccola invece era una pasta di miele. Siccome il padre faceva il mercante, andava girando da un paese all'altro per le fiere. Un giorno, siccome doveva fare un viaggio più lungo, chiamò tutte e tre le figlie, e disse loro: - Che volete che vi porti per regalo dalla fiera? La più grande gli disse: - Io voglio un bell'abito di seta. La mediana: - Io voglio un bel cappello con le penne. - E tu che vuoi? fece il padre a quella più piccola. - A me, gli rispose quella, portatemi un vaso di pesche. - Non vuoi altro? gli fece il padre. E lei gli rispose di no. Allora le baciò, le raccomandò di essere buone, di non attaccare lite tra di loro, e se ne andò."
Roman,Gemini 2.5 - flash,literature,E la fia più ciuca che regalo chiese ar padre?,portateme un vaso de pèrsa.,E la figlia più piccola che regalo chiese al padre?,Portami un vaso di pesco.,"C'era 'na vorta un padre che ciaveva tre fije. Le due più granne ereno cattive de core, crapicciose e scontente quanto mai; la più piccola invece era 'na pasta de mèle. Siccome er padre faceva er mercante, annava giranno da un paese all'antro pe' le fiere. Un giorno, siccome doveva fa' un viaggio più longo, chiamò tutt'e tre le fije, e je disse: - Che vvolete che vve porti pe' rigalo da la fiera? La più granne je disse: - Io vojo un ber abbito de seta. La mezzana: - Io vojo un ber cappello co' le penne. E tu che vôi?. fece er padre a quella più ciuca. A me. j'arispose quella. portateme un vaso de pèrsa. Nun vôi antro?. je fece er padre. E lei j'arispose de no. Allora le baciò, j'ariccommannò d'esse bône, de nun attaccà' lite tra de loro, e se n'agnede.","#Testo tradotto#
C'era una volta un padre che aveva tre figlie. Le due più grandi erano cattive di cuore, capricciose e scontente quanto mai; la più piccola invece era una pasta di miele. Siccome il padre faceva il mercante, andava girando da un paese all'altro per le fiere. Un giorno, siccome doveva fare un viaggio più lungo, chiamò tutte e tre le figlie, e disse loro: - Che volete che vi porti per regalo dalla fiera? La più grande gli disse: - Io voglio un bell'abito di seta. La mediana: - Io voglio un bel cappello con le penne. - E tu che vuoi? fece il padre a quella più piccola. - A me, gli rispose quella, portatemi un vaso di pesche. - Non vuoi altro? gli fece il padre. E lei gli rispose di no. Allora le baciò, le raccomandò di essere buone, di non attaccare lite tra di loro, e se ne andò."
Roman,Gemini 2.5 - flash,literature,Che istruzzioni precise je dà pe' liberarse der sacco?,"Méttetelo in collo, e senza fatte accorge' da gnisuno, bbuttel'a fiume.",Quali istruzioni precise gli dà per liberarsi del sacco?,"Mettitelo in collo, e senza farti accorgere da nessuno, buttalo a fiume.","Infatti pija uno de 'sti gobbi, te lo schiaffa drento a un sacco, chiama un facchino e je dice: - Senti, qua drento 'sto sacco c'è un ladro che ho ammazzato intanto che stava a rubbà' le gioje de la riggina. Méttetelo in collo, e senza fatte accorge' da gnisuno, bbuttel'a fiume. Quanno arivienghi poi penserò a tte. Er facchino se carica er sacco e s'incammina verso fiume. Intanto la cammeriera, forcuta in saccoccia, schiaffa er siconno gobbo drent'a un antro sacco, e lo mette accanto a la porta. Ariva er facchino pe' esse' pagato, e la cammeriera je fa: - Come vôi che tte paghi si er gobbo sta incora qua? Er facchino fece: - Ma cche davero famo li giôchi? Io ve dico che l'ho bbuttato a ffiume. La cammeriera je fece: - È segno che nun ce l'hai bbuttato bbene; si nno' nu' starebbe quì.","#Testo tradotto#
Infatti prende uno di questi gobbi, glielo butta dentro a un sacco, chiama un facchino e gli dice: - Senti, qui dentro a questo sacco c'è un ladro che ho ucciso mentre stava rubando i gioielli della regina. Mettitelo in spalla, e senza farti accorgere da nessuno, buttalo nel fiume. Quando torni poi penserò a te. Il facchino si carica il sacco e si incammina verso il fiume. Intanto la cameriera, furbastra, butta il secondo gobbo dentro a un altro sacco, e lo mette accanto alla porta. Arriva il facchino per essere pagato, e la cameriera gli fa: - Come vuoi che ti paghi se il gobbo è ancora qui? Il facchino fece: - Ma davvero stiamo scherzando? Io vi dico che l'ho buttato nel fiume. La cameriera gli fece: - È segno che non ce l'hai buttato bene; altrimenti non starebbe qui."
Roman,Gemini 2.5 - flash,literature,"Quanno er facchino dice d'avello buttato, che je risponne la cammeriera quanno vede n'artro gobbo?",È segno che nun ce l'hai bbuttato bbene; si nno' nu' starebbe quì.,"Quando il facchino dice di averlo buttato, che gli risponde la cameriera quando vede un altro gobbo?",È segno che non ce l'hai buttato bene; se no non starebbe qui.,"Infatti pija uno de 'sti gobbi, te lo schiaffa drento a un sacco, chiama un facchino e je dice: - Senti, qua drento 'sto sacco c'è un ladro che ho ammazzato intanto che stava a rubbà' le gioje de la riggina. Méttetelo in collo, e senza fatte accorge' da gnisuno, bbuttel'a fiume. Quanno arivienghi poi penserò a tte. Er facchino se carica er sacco e s'incammina verso fiume. Intanto la cammeriera, forcuta in saccoccia, schiaffa er siconno gobbo drent'a un antro sacco, e lo mette accanto a la porta. Ariva er facchino pe' esse' pagato, e la cammeriera je fa: - Come vôi che tte paghi si er gobbo sta incora qua? Er facchino fece: - Ma cche davero famo li giôchi? Io ve dico che l'ho bbuttato a ffiume. La cammeriera je fece: - È segno che nun ce l'hai bbuttato bbene; si nno' nu' starebbe quì.","#Testo tradotto#
Infatti prende uno di questi gobbi, glielo butta dentro a un sacco, chiama un facchino e gli dice: - Senti, qui dentro a questo sacco c'è un ladro che ho ucciso mentre stava rubando i gioielli della regina. Mettitelo in spalla, e senza farti accorgere da nessuno, buttalo nel fiume. Quando torni poi penserò a te. Il facchino si carica il sacco e si incammina verso il fiume. Intanto la cameriera, furbastra, butta il secondo gobbo dentro a un altro sacco, e lo mette accanto alla porta. Arriva il facchino per essere pagato, e la cameriera gli fa: - Come vuoi che ti paghi se il gobbo è ancora qui? Il facchino fece: - Ma davvero stiamo scherzando? Io vi dico che l'ho buttato nel fiume. La cameriera gli fece: - È segno che non ce l'hai buttato bene; altrimenti non starebbe qui."
Roman,Gemini 2.5 - flash,literature,"Na vorta che er côco stava a aspettà de portà er cibo in tavola, che animale se posò su la finestra?",una palommella je se posò su la finestra de la cucina,"Una volta che il cuoco stava aspettando di portare il cibo in tavola, che animale si posò sulla finestra?",Una colombella gli si posò sulla finestra della cucina,"Fintanto che aveva bbell'e ppreparato tutto, e mmentre stav'aspettanno er momento de portà' in tavola, 'na palommella je se posò su la finestra de la cucina e j'incominciò a ddi': - Côco côco, de la mala cucina, che fa e' re co' la mora saracina? Che tte possi addormentà', e tutto l'arosto te se possi abbrucià'. Er côco infatti s'addormì', e je s'abbruciò tutto er da magnà'. Figuràteve si cche paturgne che je prèseno a' re! Arinvitò tutta quela ggente p'er giorno appresso e ffece fa un pranzo tre vorte ppiù mejo de quello der giorno avanti. Ma mentre er côco stava cucinanno, arivenne quela palommella e je fece: - Côco côco de la mala cucina, che fa e' re co' la mora saracina? Che tte possi addormentà, e tutto l'arosto te se possi abbrucià'. Er côco s'addormì' e puro quer giorno je s'abbruciò 'gni cosa.","#Testo tradotto#
Non appena ebbe ben preparato tutto, e mentre stava aspettando il momento di portare in tavola, una colomba gli si posò sulla finestra della cucina e gli incominciò a dire: - Cuoco cuoco, della mala cucina, che fa il re con la mora saracena? Che tu possa addormentarti, e tutto l'arrosto ti si possa bruciare. Il cuoco infatti si addormentò, e gli si bruciò tutto il cibo. Figuratevi che paturnie che gli presero al re! Reinvitò tutta quella gente per il giorno dopo e fece fare un pranzo tre volte migliore di quello del giorno prima. Ma mentre il cuoco stava cucinando, tornò quella colomba e gli fece: - Cuoco cuoco della mala cucina, che fa il re con la mora saracena? Che tu possa addormentarti, e tutto l'arrosto ti si possa bruciare. Il cuoco si addormentò e pure quel giorno gli si bruciò ogni cosa."
