Dialect,AI model,Domain,Dialectal question,Dialectal answer,Italian question,Italian answer,Full text
Neapolitan,Gemini 2.5 - flash,wiki,Quali so' quacche asempio 'e pparole ca se pronùnziano cu 'a primma cunzunante doppia?,"ccà, cchiù, Cchiesia, Ddio, dduie, llà, lloco, lloro, nne, rre, rrobba",Quali sono alcuni esempi di parole che si pronunciano con la prima consonante doppia?,"ccà, cchiù, Cchiesia, Ddio, dduie, llà, lloco, lloro, nne, rre, rrobba","Tèccate quacche asempio: Giesù, Giuseppe e Mmaria, Maria Reggina [ggiesù, ggiusèpp e mmarìe, maria reggìne] Pe cchello ca ce mporta p'a scrittura, io prupongo 'e scrive' cu na sola cunzunante quanno chesta se trova nnante a na parola e ccu ddoie quanno chesta sta ddint'â parola Terza règola Certi pparole se pronùnziano cu 'a primma cunzunante doppia. 'E vvì ccanno (nu' sso' ttutte quante): ccà, cchiù, Cchiesia, Ddio, dduie, llà, lloco, lloro, nne, rre, rrobba. Mo tèccate quacche asempio: Ccà ssotto, cchiù fforte, rrobba vecchia. Pe cchello ca ce mporta p'a scrittura, io prupongo 'e scrìvere chesti pparole sempe ccu ddoie cunzunante. Quarta règola Certi pparole fanno adduppià 'a primma cunzunante d''a parola che vvene doppo. 'E vvì ccanno (nu' sso' ttutte quante): ccà, che, cchiù, cu, llà, pe, so', accussì, sto', Matre , Patre. Tèccate quacche asempio: Cchiù ddinto, Patre Ttannoia."
Neapolitan,Gemini 2.5 - flash,wiki,A chi o a che cosa vanno 'e milioni 'e euro ca 'e diocesi e congregazioni religiose 'e tutto 'o munno sostengono?,"sostengono 'o lavoro 'o Papa, 'e congregazioni vaticane, 'e concili e 'e tribunali ecclesiastici cu milioni 'e euro.",A chi o a che cosa vanno i milioni di euro che le diocesi e le congregazioni religiose di tutto il mondo sostengono?,"Sostengono il lavoro del Papa, le congregazioni vaticane, i concili e i tribunali ecclesiastici con milioni di euro.","Sti soldi vanno direttamente a 'e diocesi e congregazioni religiose 'e tutto 'o munno, ca però sostengono 'o lavoro 'o Papa, 'e congregazioni vaticane, 'e concili e 'e tribunali ecclesiastici cu milioni 'e euro. Secunno diverse diocesi 'e Germania, 'a Chiesa catolica se considera espressamente Chiesa universale e, visto ca 'o Vaticano svolge importanti compiti 'e caratte' generale, tutte 'e diocesi tedesche contribuiscono cu 'na quota annua a 'sti compiti 'a Chiesa universale attraverso 'a Associazione 'e Diocesi 'e Germania. Anche si 'a Città 'o Vaticano nun è membro 'a Unione Europea, 'o euro (comme moneta successiva a 'a lira vaticana, ca 'na vota echivaleva a 'a lira italiana) è 'o mezzo 'e pagamento ufficiale attraverso accordi bilaterali. Però, 'o commercio cu 'o Vaticano è soggetto a 'a stessa normativa doganale ca 'o commercio cu 'e paesi nun facenti parte 'o Mercato Unico Europeo."
Neapolitan,Gemini 2.5 - flash,wiki,"In che modo 'e diocesi tedesche danno 'o lloro contributo 'a Chiesa universale, visto ca 'o Vaticano tene compiti 'e carattere generale?",tutte 'e diocesi tedesche contribuiscono cu 'na quota annua a 'sti compiti 'a Chiesa universale attraverso 'a Associazione 'e Diocesi 'e Germania.,"In che modo le diocesi tedesche danno il loro contributo alla Chiesa universale, visto che il Vaticano ha compiti di carattere generale?",Tutte le diocesi tedesche contribuiscono con una quota annua a questi compiti della Chiesa universale attraverso l'Associazione delle Diocesi di Germania.,"Sti soldi vanno direttamente a 'e diocesi e congregazioni religiose 'e tutto 'o munno, ca però sostengono 'o lavoro 'o Papa, 'e congregazioni vaticane, 'e concili e 'e tribunali ecclesiastici cu milioni 'e euro. Secunno diverse diocesi 'e Germania, 'a Chiesa catolica se considera espressamente Chiesa universale e, visto ca 'o Vaticano svolge importanti compiti 'e caratte' generale, tutte 'e diocesi tedesche contribuiscono cu 'na quota annua a 'sti compiti 'a Chiesa universale attraverso 'a Associazione 'e Diocesi 'e Germania. Anche si 'a Città 'o Vaticano nun è membro 'a Unione Europea, 'o euro (comme moneta successiva a 'a lira vaticana, ca 'na vota echivaleva a 'a lira italiana) è 'o mezzo 'e pagamento ufficiale attraverso accordi bilaterali. Però, 'o commercio cu 'o Vaticano è soggetto a 'a stessa normativa doganale ca 'o commercio cu 'e paesi nun facenti parte 'o Mercato Unico Europeo."
Neapolitan,Gemini 2.5 - flash,wiki,A quali organismi sportivi nun è associata 'a selezione 'e futbol d''a Città d''o Vaticano?,"na selezione 'e futbol, ca nun è associata a 'a UEFA, a 'a FIFA, né a 'o COI.",A quali organismi sportivi non è associata la selezione di calcio della Città del Vaticano?,"Una selezione di calcio, che non è associata alla UEFA, alla FIFA, né al CIO.","A Città 'o Vaticano tiene 'na selezione 'e futbol, ca nun è associata a 'a UEFA, a 'a FIFA, né a 'o COI. 'A squadra è formata da volontari 'a Guardia Svizzera, membri 'o Consiglio Papale e da guardie 'e musei. D''o 2007, 'a città tiene 'n campionato; pure 'e seminaristi ca, mentre studiano a Roma, vivono 'ncoppa 'e diversi collegi pontifici partecipano a 'a Coppa Clericale, 'n campionato formato da religiosi ca iniziò a giocà da febbraio 'o stess'anno. 'A relazione 'a Santa Sede cu 'e organismi sportivi è affidata a 'o Consiglio Pontificio pe 'e Laici, addò 'o papa Giovanni Paolo II creò 'na sezione chiamata «Chiesa e Sport» 'o 2004. Fino a mo, è 'o sulo paese ca nun ha partecipato a 'e Giochi Olimpici."
Neapolitan,Gemini 2.5 - flash,wiki,"In ambito 'e Giochi Olimpici, qual è 'a particolarità d''a Città d''o Vaticano?",o sulo paese ca nun ha partecipato a 'e Giochi Olimpici.,"In ambito di Giochi Olimpici, qual è la particolarità della Città del Vaticano?",L'unico paese che non ha partecipato ai Giochi Olimpici.,"A Città 'o Vaticano tiene 'na selezione 'e futbol, ca nun è associata a 'a UEFA, a 'a FIFA, né a 'o COI. 'A squadra è formata da volontari 'a Guardia Svizzera, membri 'o Consiglio Papale e da guardie 'e musei. D''o 2007, 'a città tiene 'n campionato; pure 'e seminaristi ca, mentre studiano a Roma, vivono 'ncoppa 'e diversi collegi pontifici partecipano a 'a Coppa Clericale, 'n campionato formato da religiosi ca iniziò a giocà da febbraio 'o stess'anno. 'A relazione 'a Santa Sede cu 'e organismi sportivi è affidata a 'o Consiglio Pontificio pe 'e Laici, addò 'o papa Giovanni Paolo II creò 'na sezione chiamata «Chiesa e Sport» 'o 2004. Fino a mo, è 'o sulo paese ca nun ha partecipato a 'e Giochi Olimpici."
Neapolitan,Gemini 2.5 - flash,wiki,Chi fuje Abraham Lincoln pe' 'e State Aunite d'Amereca?,o sedicesemo presiriente d''e State Aunite d'Amereca,Chi fu Abraham Lincoln per gli Stati Uniti d'America?,il sedicesimo presidente degli Stati Uniti d'America,"Chist'articulo è orfano, pecché nun ce sta n'articolo ca puntasse ccà. Si ce può ddà na mano, putisse truvà ll'articule ca tenessero a che ffà cu stu tema, addò fosse na bona cosa ffà nu link ccà . Pe ssapé quale so' tutte quante ll'urfanielle, vaje a vedé 'a categurìa orfano

Abraham Lincoln (Hodgenville, 12 'e frevaro 1809 - Washington, 15 'e abbrile 1865) fuje 'o sedicesemo presiriente d''e State Aunite d'Amereca. Isso è 'e na famiglia 'e piunieri, facette 'e primme studie 'e Giurisprudenza, guadagnannose na'soleda reputazzione ppe 'a onestà. Nel 1833 venne eletto deputato a o' Parlamiento 'e ll'Illinois ''int'o partito Whig. Divenne nu dd'ê leader ro'o' partito sojo ''int'à capitale Springfield, arò se trasfer''int'o 1837. Eletto ''int'o Cungresso era contro 'a uorra cu o'Miessico."
Neapolitan,Gemini 2.5 - flash,wiki,Che studie facette Abraham Lincoln e che reputazzione s'accucchiaje?,"facette 'e primme studie 'e Giurisprudenza, guadagnannose na'soleda reputazzione ppe 'a onestà",Che studi fece Abraham Lincoln e che reputazione si guadagnò?,"fece i primi studi di Giurisprudenza, guadagnandosi una solida reputazione per l'onestà","Chist'articulo è orfano, pecché nun ce sta n'articolo ca puntasse ccà. Si ce può ddà na mano, putisse truvà ll'articule ca tenessero a che ffà cu stu tema, addò fosse na bona cosa ffà nu link ccà . Pe ssapé quale so' tutte quante ll'urfanielle, vaje a vedé 'a categurìa orfano

Abraham Lincoln (Hodgenville, 12 'e frevaro 1809 - Washington, 15 'e abbrile 1865) fuje 'o sedicesemo presiriente d''e State Aunite d'Amereca. Isso è 'e na famiglia 'e piunieri, facette 'e primme studie 'e Giurisprudenza, guadagnannose na'soleda reputazzione ppe 'a onestà. Nel 1833 venne eletto deputato a o' Parlamiento 'e ll'Illinois ''int'o partito Whig. Divenne nu dd'ê leader ro'o' partito sojo ''int'à capitale Springfield, arò se trasfer''int'o 1837. Eletto ''int'o Cungresso era contro 'a uorra cu o'Miessico."
Neapolitan,Gemini 2.5 - flash,wiki,Quanno fuje afficialezzato 'o cuvierno 'e transiziona guidato 'a Hamid Karzai?,o 9 ottovre 2004 c''a celebraziona d''e primme elezione presirienziale 'a isso abbenciute.,Quando fu ufficializzato il governo di transizione guidato da Hamid Karzai?,Il 9 ottobre 2004 con la celebrazione delle prime elezioni presidenziali da lui vinte.,"A superiuretà melità mmerecana cunsentette 'e recunchestà Kabul e ddinto ll'arco 'e tre mmise 'e stabblì nu cuvierno 'e transiziona uidato 'a Hamid Karzai, po afficialezzato 'o 9 ottovre 2004 c''a celebraziona d''e primme elezione presirienziale 'a isso abbenciute. Durante 'a presirienza soja rummanette 'int''o pajese na presenza cunzidderabbola d''e fforze NATO 'ell'ISAF, ca ttentajeno senza succiesso 'e pone' fine â uorreglia talebana; 'int''o 2014 nove elezione veretteno 'a nnòmmena a presiriente d'Ashraf Ghani. 'nSechito a ll'elezione fuje gnignata ll'operazziona Sustegno Resuluto cu ll'obbiettivo 'e furmà n'eserceto regulà 'ngrado d'affruntà nnipennentemente 'a uorreglia talebana. C''a firma 'ell'accuordio 'e Doha fuje prugrammato 'o prucressivo retiro d''e fforze 'ell'operazziona Sustegno Resuluto, ca na bota nniziato pruvucaje na nova affenzeva d''e milizie talebane. 'mpoche semmane 'e talebane cunchestajeno 'a maggiore parte d''o territorio afgano, trasenno a Kkabul 'o 15 aùsto 2021 e ccustregnenno â fuja 'o presiriente Ashraf Ghani."
Neapolitan,Gemini 2.5 - flash,wiki,Qual èva ll'obbiettivo principale 'e ll'operazziona Sustegno Resuluto?,e furmà n'eserceto regulà 'ngrado d'affruntà nnipennentemente 'a uorreglia talebana.,Qual era l'obiettivo principale dell'operazione Sostegno Risoluto?,Di formare un esercito regolare in grado di affrontare indipendentemente la guerriglia talebana.,"A superiuretà melità mmerecana cunsentette 'e recunchestà Kabul e ddinto ll'arco 'e tre mmise 'e stabblì nu cuvierno 'e transiziona uidato 'a Hamid Karzai, po afficialezzato 'o 9 ottovre 2004 c''a celebraziona d''e primme elezione presirienziale 'a isso abbenciute. Durante 'a presirienza soja rummanette 'int''o pajese na presenza cunzidderabbola d''e fforze NATO 'ell'ISAF, ca ttentajeno senza succiesso 'e pone' fine â uorreglia talebana; 'int''o 2014 nove elezione veretteno 'a nnòmmena a presiriente d'Ashraf Ghani. 'nSechito a ll'elezione fuje gnignata ll'operazziona Sustegno Resuluto cu ll'obbiettivo 'e furmà n'eserceto regulà 'ngrado d'affruntà nnipennentemente 'a uorreglia talebana. C''a firma 'ell'accuordio 'e Doha fuje prugrammato 'o prucressivo retiro d''e fforze 'ell'operazziona Sustegno Resuluto, ca na bota nniziato pruvucaje na nova affenzeva d''e milizie talebane. 'mpoche semmane 'e talebane cunchestajeno 'a maggiore parte d''o territorio afgano, trasenno a Kkabul 'o 15 aùsto 2021 e ccustregnenno â fuja 'o presiriente Ashraf Ghani."
Neapolitan,Gemini 2.5 - flash,wiki,Che rrobba è Alessio e addó se trova?,"è nu comune albanese situato 'a nord-ovest d''a Albania, e pure capoluogo d''a prefettura cu 'o stesso nomme e sede vescovile cattolica.",Cos'è Alessio e dove si trova?,"È un comune albanese situato a nord-ovest dell'Albania, ed è anche capoluogo della prefettura con lo stesso nome e sede vescovile cattolica","Alessio(AFI: /aˈlɛssjo/; 'n albanese Lezhe, , o Lezha) è nu comune albanese situato 'a nord-ovest d''a Albania, e pure capoluogo d''a prefettura cu 'o stesso nomme e sede vescovile cattolica. Dopp' 'a riforma amministrativa d''o 2015, so' stati unuti a Alessio 'e comuni 'e Balldren i Ri, Blinisht, Dajc, Kallmet, Kolsh, San Giovanni 'e Medua, Shenkoll, Ungrej e Zejmen. Era na cittadina illirica, e quanno diventò colonia d''a Grecia antica, fu chiamata Lissos (Λισσός). Dopp' 'a conchista romana, 'o nomme fu latinizzato 'n Lissus. 'N albanese addiventò Lezha-Lezhe, e 'n ghego 'e forme Lesha e Lesh (lana) so' comuni. 'O nomme italiano Alessio fu dato d''e veneziani. Ll'ottomani turche 'a chiamavano 'n turco Leş."
Neapolitan,Gemini 2.5 - flash,wiki,A chi se deve 'o nomme italiano 'e Alessio?,O nomme italiano Alessio fu dato d''e veneziani.,A chi si deve il nome italiano di Alessio?,Il nome italiano Alessio fu dato dai veneziani,"Alessio(AFI: /aˈlɛssjo/; 'n albanese Lezhe, , o Lezha) è nu comune albanese situato 'a nord-ovest d''a Albania, e pure capoluogo d''a prefettura cu 'o stesso nomme e sede vescovile cattolica. Dopp' 'a riforma amministrativa d''o 2015, so' stati unuti a Alessio 'e comuni 'e Balldren i Ri, Blinisht, Dajc, Kallmet, Kolsh, San Giovanni 'e Medua, Shenkoll, Ungrej e Zejmen. Era na cittadina illirica, e quanno diventò colonia d''a Grecia antica, fu chiamata Lissos (Λισσός). Dopp' 'a conchista romana, 'o nomme fu latinizzato 'n Lissus. 'N albanese addiventò Lezha-Lezhe, e 'n ghego 'e forme Lesha e Lesh (lana) so' comuni. 'O nomme italiano Alessio fu dato d''e veneziani. Ll'ottomani turche 'a chiamavano 'n turco Leş."
Neapolitan,Gemini 2.5 - flash,wiki,Che succerette 'a Parula 'int''o 71 a.C. tra Spartaco e 'e Rommani?,Spartaco e 60.000 schiavi cuntrarie a Roma abbuscaren ra ''o Generale romano Pompeo 'int''o 71 a.C..,Cosa successe alla Parola nel 71 a.C. tra Spartaco e i Romani?,Spartaco e 60.000 schiavi contrari a Roma furono sconfitti dal Generale romano Pompeo nel 71 a.C.,"Stamm luntan 'a Salierno 48 km, 'a Napule 110 km e 'a Romma 328 km. Nterr 'e Autavilla c'è stata ggente ggià a ll'epoca r''a preistoria. Infatti tenimm pur scav e so stat truvat cose 'e gente ca vivevan sti post 'int''o VII a.C. rint''a na zona chiammata San Lorenzo. E ppò 'a Parula se facett na battaglia mpurtant. Spartaco e 60.000 schiavi cuntrarie a Roma abbuscaren ra ''o Generale romano Pompeo 'int''o 71 a.C.. Nfatt ce sta nu post a chell'ata part r''o fium ca se chiama 'Pompeo'. 'A storia 'e Autavilla accumencia verso ''o 1080 quann 'e Nurmann aizaron 'o paes cu 'e mur a forma 'e triangul cu tre porte pe trase: Porta 'e Suso, Porta Carina e Porta San Biagio."
Neapolitan,Gemini 2.5 - flash,wiki,Quanno accumincia 'a storia 'e Autavilla e comm 'o facettero 'e Nurmann?,"A storia 'e Autavilla accumencia verso ''o 1080 quann 'e Nurmann aizaron 'o paes cu 'e mur a forma 'e triangul cu tre porte pe trase: Porta 'e Suso, Porta Carina e Porta San Biagio.",Quando inizia la storia di Altavilla e come la costruirono i Normanni?,"La storia di Altavilla inizia verso il 1080 quando i Normanni innalzarono il paese con le mura a forma di triangolo e con tre porte per entrare: Porta di Sopra, Porta Carina e Porta San Biagio.","Stamm luntan 'a Salierno 48 km, 'a Napule 110 km e 'a Romma 328 km. Nterr 'e Autavilla c'è stata ggente ggià a ll'epoca r''a preistoria. Infatti tenimm pur scav e so stat truvat cose 'e gente ca vivevan sti post 'int''o VII a.C. rint''a na zona chiammata San Lorenzo. E ppò 'a Parula se facett na battaglia mpurtant. Spartaco e 60.000 schiavi cuntrarie a Roma abbuscaren ra ''o Generale romano Pompeo 'int''o 71 a.C.. Nfatt ce sta nu post a chell'ata part r''o fium ca se chiama 'Pompeo'. 'A storia 'e Autavilla accumencia verso ''o 1080 quann 'e Nurmann aizaron 'o paes cu 'e mur a forma 'e triangul cu tre porte pe trase: Porta 'e Suso, Porta Carina e Porta San Biagio."
Neapolitan,Gemini 2.5 - flash,wiki,"Oltre 'e curtielle, che tipo 'e lame 'o ammuola forbece puteva rimette a nuovo?",ogne tipo 'e lama comme forbece grosse o piccerelle o robba d'acciaro comme 'e forbece da seta (assaje cchiù defficele da ammulà pecchè serve na mola assaje veloce e na smerigliatrice) o cu filo paricchio suttile comme 'e curtielle 'a presutto.,"Oltre ai coltelli, che tipo di lame l'arrotino poteva rimettere a nuovo?",Ogni tipo di lama come forbici grandi o piccole o oggetti d'acciaio come le forbici da seta (molto più difficili da affilare perché serve una mola molto veloce e una smerigliatrice) o con filo molto sottile come i coltelli da prosciutto.,"Chisto aspetto permetteva a ll'ammuola forbece 'e se pruporre pe rimette' a nuovo, oltre a 'e curtielle, ogne tipo 'e lama comme forbece grosse o piccerelle o robba d'acciaro comme 'e forbece da seta (assaje cchiù defficele da ammulà pecchè serve na mola assaje veloce e na smerigliatrice) o cu filo paricchio suttile comme 'e curtielle 'a presutto. Se magnava almeno nu piatto 'e pasta cavero 'o juorno dinto a menza, 'a sulo o 'nzieme a ll'aute perzone teneva nu posto o dduje pa notte, coccruno s'accumenciaje a purtà 'a famiglia addò isso faticava. Appriesso s'arapette na puteca, fernenno 'e fa l'ammulante e riunenno 'a famiglia accasanneso ncoppa 'o posto 'e fatica, addiventanno nu vero cummerciante cu nu posto fisso 'e fatica. Esistono ddoje sculture ca rappresenteno 'o ammuola forbece pe tramento fatica."
Neapolitan,Gemini 2.5 - flash,wiki,"Doppo ca s'arapette na puteca, comme cagnaje 'a vita 'e ll'ammulante e che ddiventaje?","fernenno 'e fa l'ammulante e riunenno 'a famiglia accasanneso ncoppa 'o posto 'e fatica, addiventanno nu vero cummerciante cu nu posto fisso 'e fatica.","Dopo che si aprì una bottega, come cambiò la vita dell'arrotino e cosa divenne?","Finendo di fare l'arrotino e riunendo la famiglia stabilendosi sul posto di lavoro, diventando un vero commerciante con un posto fisso di lavoro.","Chisto aspetto permetteva a ll'ammuola forbece 'e se pruporre pe rimette' a nuovo, oltre a 'e curtielle, ogne tipo 'e lama comme forbece grosse o piccerelle o robba d'acciaro comme 'e forbece da seta (assaje cchiù defficele da ammulà pecchè serve na mola assaje veloce e na smerigliatrice) o cu filo paricchio suttile comme 'e curtielle 'a presutto. Se magnava almeno nu piatto 'e pasta cavero 'o juorno dinto a menza, 'a sulo o 'nzieme a ll'aute perzone teneva nu posto o dduje pa notte, coccruno s'accumenciaje a purtà 'a famiglia addò isso faticava. Appriesso s'arapette na puteca, fernenno 'e fa l'ammulante e riunenno 'a famiglia accasanneso ncoppa 'o posto 'e fatica, addiventanno nu vero cummerciante cu nu posto fisso 'e fatica. Esistono ddoje sculture ca rappresenteno 'o ammuola forbece pe tramento fatica."
Neapolitan,Gemini 2.5 - flash,wiki,Che s'è 'a cosmuloggia e addò vene?,"A scienzia ca cerca 'e ntènnere ll'Annevierzo cu tutto 'o nzieme sujo, â scàla cchiù granne pussibbele, è 'a cosmuloggia, ca se è sviluppata â físeca e 'a ll'astronumia.",Che cos'è la cosmologia e da dove viene?,"La scienza che cerca di comprendere l'Universo con tutto il suo insieme, alla scala più grande possibile, è la cosmologia, che si è sviluppata dalla fisica e dall'astronomia.","Int'' â premma mmità d''o XX seculo, 'a parola Annevierzo era ausata pe riferirse ô continuum spazziotiemporale sano 'int'' ca asistammo, nzieme a tutt' 'a robba e 'a forza ''int'' isso cuntrito. 'A scienzia ca cerca 'e ntènnere ll'Annevierzo cu tutto 'o nzieme sujo, â scàla cchiù granne pussibbele, è 'a cosmuloggia, ca se è sviluppata â físeca e 'a ll'astronumia. Durante 'a siconna mmità d''o seculo XX, 'o sviluppo d''a cosmuloggia asservativa, chiammata pure cosmuloggia fiseca, ha purtato a na spartenza d''o gnificato d''o termene Annevierzo nfra 'e cosmuloge asservative e 'e cosmuloge tioriche: 'e premme (in cennerale) lassano 'a speranza 'e putè smiccià 'o continuum spazziotiemporale sano, pe ttramente 'e seconne mantengono chesta speranza, cercanno 'e truvà 'e ccugnetture cchiù raggiunevole pe mudellizzà 'o spazziotiempo sano, cu ttutto ca ll'astremo busillo 'e truvà d''e lemmete a chiste mudelle e 'o riseco 'e scarè ''int'' 'a mitafiseca."
